"","voted_for","ABC","CBS","NBC","CNN","Fox_News","MSNBC","PBS","Other","TV_type","Party","voted_for_binary"
"1937","Biden","No","Yes","No","No","No","Yes","Yes","No","Both","Democrat",1
"1938","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"1939","Trump","Yes","Yes","No","No","No","No","No","No","Both","Republican",0
"1940","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1941","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"1942","Trump","No","No","Yes","No","No","No","No","No","Both","Independent",0
"1943","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1944","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1945","Trump","Yes","No","Yes","No","Yes","No","No","No","Both","Independent",0
"1946","Biden","No","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"1947","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"1948","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"1949","Trump","No","No","Yes","No","Yes","No","No","Yes","Both","Republican",0
"1950","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Independent",0
"1951","Biden","Yes","Yes","No","Yes","No","No","Yes","Yes","Both","Independent",1
"1952","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"1953","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"1954","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"1955","Biden","Yes","Yes","Yes","Yes","Yes","No","No","No","Both","Independent",1
"1956","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1957","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1958","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"1959","Biden","No","Yes","Yes","Yes","Yes","No","Yes","No","Both","Independent",1
"1960","Trump","No","No","No","No","No","No","No","Yes","Both","Republican",0
"1961","Biden","No","No","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"1962","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Republican",1
"1963","Trump","No","No","No","No","Yes","No","Yes","No","Both","Republican",0
"1964","Biden","Yes","Yes","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"1965","Biden","No","Yes","No","No","No","No","Yes","No","Both","Independent",1
"1966","Biden","No","No","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"1967","Biden","Yes","Yes","Yes","No","Yes","No","No","No","Both","Democrat",1
"1968","Trump","Yes","No","Yes","No","No","No","Yes","Yes","Both","Independent",0
"1969","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1970","Trump","No","No","No","No","Yes","Yes","No","No","Both","Republican",0
"1971","Trump","No","No","Yes","No","Yes","Yes","No","No","Both","Democrat",0
"1972","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"1973","Biden","No","No","Yes","No","No","Yes","No","No","National Newscast","Republican",1
"1974","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"1975","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"1976","Biden","Yes","No","No","No","No","No","No","No","Both","Independent",1
"1977","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1978","Biden","No","Yes","No","No","Yes","Yes","No","No","Both","Independent",1
"1979","Biden","Yes","No","No","No","No","No","No","No","Both","Independent",1
"1980","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Independent",1
"1981","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"1982","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1983","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"1984","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"1985","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"1986","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"1987","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"1988","Trump","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",0
"1989","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"1990","Biden","No","Yes","Yes","Yes","No","No","No","Yes","Both","Democrat",1
"1991","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"1992","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"1993","Biden","Yes","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"1994","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"1995","Biden","Yes","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"1996","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"1997","Biden","Yes","Yes","Yes","No","No","No","Yes","No","Both","Democrat",1
"1998","Biden","No","No","No","Yes","No","No","No","Yes","Both","Independent",1
"1999","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2000","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2001","Biden","No","No","No","No","No","Yes","Yes","Yes","Both","Independent",1
"2002","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2003","Trump","No","No","No","No","Yes","No","No","No","Both","Other",0
"2004","Trump","Yes","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2005","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2006","Biden","No","No","No","No","No","No","No","Yes","National Newscast","Democrat",1
"2007","Biden","No","No","Yes","Yes","No","No","No","No","National Newscast","Democrat",1
"2008","Biden","No","No","No","No","No","Yes","Yes","No","National Newscast","Democrat",1
"2009","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2010","Biden","No","No","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"2011","Biden","No","No","Yes","Yes","No","No","No","No","National Newscast","Democrat",1
"2012","Biden","Yes","Yes","No","No","Yes","No","No","No","Both","Independent",1
"2013","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Independent",1
"2014","Biden","Yes","Yes","No","Yes","No","Yes","Yes","No","Both","Republican",1
"2015","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2016","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2017","Biden","Yes","No","No","Yes","No","No","No","No","Both","Democrat",1
"2018","Biden","Yes","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"2019","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2020","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Independent",1
"2021","Biden","No","Yes","Yes","No","No","No","No","Yes","Both","Independent",1
"2022","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2023","Trump","No","Yes","No","Yes","Yes","Yes","No","No","Both","Republican",0
"2024","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2025","Biden","Yes","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2026","Trump","No","Yes","No","No","Yes","No","No","No","Both","Independent",0
"2027","Biden","No","No","Yes","Yes","No","Yes","No","Yes","National Newscast","Democrat",1
"2028","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2029","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"2030","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2031","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2032","Biden","Yes","No","No","Yes","No","No","No","No","Both","Independent",1
"2033","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Other",0
"2034","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2035","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","National Newscast","Independent",1
"2036","Biden","Yes","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2037","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2038","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2039","Trump","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Republican",0
"2040","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"2041","Biden","No","Yes","No","No","No","No","No","No","Both","Independent",1
"2042","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2043","Trump","No","Yes","No","No","Yes","No","Yes","No","Both","Republican",0
"2044","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2045","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2046","Trump","Yes","Yes","Yes","No","No","No","No","No","Both","Independent",0
"2047","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Independent",1
"2048","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2049","Trump","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Independent",0
"2050","Biden","Yes","No","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"2051","Biden","No","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"2052","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2053","Biden","Yes","Yes","No","No","No","No","No","No","Both","Democrat",1
"2054","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2055","Biden","Yes","No","No","No","No","No","No","No","Both","Independent",1
"2056","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2057","Biden","Yes","No","No","Yes","Yes","No","No","No","Both","Democrat",1
"2058","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2059","Trump","No","Yes","No","No","Yes","No","No","No","National Newscast","Independent",0
"2060","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2061","Biden","No","Yes","No","No","No","Yes","No","No","Both","Independent",1
"2062","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"2063","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2064","Biden","No","Yes","Yes","Yes","Yes","Yes","No","No","National Newscast","Democrat",1
"2065","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"2066","Biden","Yes","No","No","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2067","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"2068","Trump","No","Yes","No","No","Yes","No","No","No","Both","Independent",0
"2069","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"2070","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2071","Biden","Yes","No","Yes","No","No","No","No","No","National Newscast","Independent",1
"2072","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2073","Biden","No","No","No","Yes","No","No","No","Yes","Both","Democrat",1
"2074","Biden","No","Yes","Yes","No","No","Yes","No","No","Both","Independent",1
"2075","Biden","Yes","No","No","No","No","No","No","No","Both","Democrat",1
"2076","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"2077","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2078","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2079","Trump","No","Yes","No","No","Yes","No","No","No","National Newscast","Republican",0
"2080","Biden","Yes","Yes","Yes","Yes","No","No","No","Yes","Both","Independent",1
"2081","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2082","Biden","Yes","Yes","Yes","No","No","No","Yes","No","Both","Democrat",1
"2083","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2084","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2085","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"2086","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2087","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2088","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2089","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Independent",0
"2090","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"2091","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Other",0
"2092","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"2093","Biden","No","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2094","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2095","Trump","No","No","Yes","No","Yes","No","No","No","Both","Independent",0
"2096","Biden","Yes","Yes","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"2097","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2098","Biden","Yes","No","No","No","No","No","No","No","Both","Republican",1
"2099","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2100","Biden","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"2101","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2102","Biden","Yes","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2103","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2104","Trump","No","No","No","No","Yes","Yes","No","No","Both","Republican",0
"2105","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2106","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Republican",1
"2107","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2108","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2109","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Republican",1
"2110","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"2111","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2112","Biden","No","No","Yes","Yes","No","No","No","Yes","National Newscast","Democrat",1
"2113","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2114","Biden","Yes","No","No","Yes","No","Yes","Yes","No","Both","Independent",1
"2115","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2116","Biden","No","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2117","Trump","Yes","No","No","No","No","No","No","No","Both","Republican",0
"2118","Trump","No","No","No","No","No","No","No","Yes","Both","Independent",0
"2119","Biden","No","No","No","Yes","Yes","Yes","No","No","National Newscast","Democrat",1
"2120","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2121","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2122","Biden","Yes","No","Yes","Yes","No","Yes","No","No","National Newscast","Democrat",1
"2123","Biden","Yes","No","No","Yes","No","Yes","Yes","No","Both","Democrat",1
"2124","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2125","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"2126","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2127","Biden","No","Yes","No","No","No","No","Yes","No","National Newscast","Independent",1
"2128","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2129","Biden","Yes","Yes","No","Yes","Yes","No","Yes","No","Both","Democrat",1
"2130","Biden","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Both","Independent",1
"2131","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2132","Trump","No","No","No","No","No","No","No","Yes","Both","Independent",0
"2133","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"2134","Biden","Yes","Yes","Yes","Yes","Yes","No","No","No","Both","Democrat",1
"2135","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2136","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2137","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Democrat",1
"2138","Biden","Yes","Yes","Yes","No","Yes","No","No","No","Both","Democrat",1
"2139","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2140","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"2141","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2142","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"2143","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2144","Biden","No","No","Yes","Yes","No","No","No","No","Both","Independent",1
"2145","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"2146","Biden","No","No","Yes","No","No","No","No","No","National Newscast","Democrat",1
"2147","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Independent",0
"2148","Biden","No","Yes","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2149","Trump","Yes","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2150","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"2151","Biden","No","No","No","No","No","Yes","No","No","Both","Democrat",1
"2152","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2153","Biden","Yes","No","No","Yes","Yes","No","No","No","Both","Democrat",1
"2154","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2155","Biden","No","Yes","No","Yes","No","No","No","No","Both","Independent",1
"2156","Trump","Yes","No","No","Yes","Yes","No","No","No","Both","Republican",0
"2157","Biden","No","No","No","Yes","No","No","No","No","Both","Democrat",1
"2158","Biden","No","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"2159","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2160","Trump","No","No","Yes","No","No","No","No","No","Both","Independent",0
"2161","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Independent",1
"2162","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Republican",0
"2163","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"2164","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2165","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"2166","Biden","No","No","Yes","Yes","No","Yes","No","No","National Newscast","Independent",1
"2167","Biden","No","No","Yes","Yes","No","No","No","No","Both","Democrat",1
"2168","Trump","No","No","Yes","No","Yes","No","No","Yes","Both","Independent",0
"2169","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"2170","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2171","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2172","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2173","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2174","Biden","No","No","No","Yes","No","Yes","Yes","No","Both","Independent",1
"2175","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2176","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"2177","Biden","No","Yes","No","No","No","No","No","Yes","Both","Democrat",1
"2178","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2179","Biden","No","No","No","Yes","No","Yes","No","No","Both","Independent",1
"2180","Biden","No","Yes","No","Yes","No","Yes","No","No","Both","Democrat",1
"2181","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2182","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2183","Biden","No","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2184","Biden","No","No","Yes","No","No","No","No","No","Both","Independent",1
"2185","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"2186","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Democrat",1
"2187","Biden","No","No","No","No","Yes","No","No","No","National Newscast","Independent",1
"2188","Biden","No","No","No","Yes","No","No","No","No","Both","Democrat",1
"2189","Trump","No","No","No","No","Yes","No","No","Yes","National Newscast","Republican",0
"2190","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2191","Trump","Yes","Yes","Yes","No","Yes","No","Yes","No","Both","Republican",0
"2192","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2193","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2194","Biden","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2195","Biden","No","Yes","Yes","Yes","No","Yes","Yes","No","Both","Democrat",1
"2196","Biden","No","Yes","No","Yes","No","No","No","No","Both","Independent",1
"2197","Biden","No","No","No","No","No","Yes","No","Yes","Both","Democrat",1
"2198","Trump","No","No","No","No","Yes","No","No","Yes","Both","Independent",0
"2199","Trump","Yes","Yes","No","Yes","No","No","No","No","Both","Republican",0
"2200","Biden","No","No","Yes","No","No","Yes","No","No","Both","Independent",1
"2201","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2202","Trump","No","Yes","No","No","Yes","No","No","No","Both","Republican",0
"2203","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Independent",1
"2204","Trump","Yes","No","Yes","No","Yes","No","No","No","Both","Independent",0
"2205","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"2206","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"2207","Biden","No","No","Yes","No","No","Yes","No","No","Both","Democrat",1
"2208","Trump","No","No","No","No","Yes","No","No","Yes","Both","Republican",0
"2209","Biden","No","No","No","Yes","Yes","No","No","No","National Newscast","Independent",1
"2210","Biden","No","No","Yes","Yes","Yes","Yes","No","No","Both","Democrat",1
"2211","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2212","Biden","Yes","Yes","Yes","No","No","No","Yes","No","Both","Democrat",1
"2213","Biden","Yes","No","No","Yes","Yes","No","No","No","Both","Democrat",1
"2214","Biden","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Both","Democrat",1
"2215","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2216","Biden","Yes","Yes","Yes","No","No","No","No","No","Both","Democrat",1
"2217","Trump","No","No","Yes","No","No","No","No","No","Both","Independent",0
"2218","Trump","No","Yes","Yes","No","Yes","No","No","No","Both","Independent",0
"2219","Biden","No","No","Yes","Yes","No","No","No","No","National Newscast","Democrat",1
"2220","Trump","No","No","No","Yes","Yes","Yes","No","No","National Newscast","Republican",0
"2221","Biden","No","No","Yes","No","No","No","No","No","Both","Democrat",1
"2222","Trump","No","No","Yes","No","Yes","No","No","No","Both","Republican",0
"2223","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2224","Biden","Yes","No","No","No","No","Yes","No","No","Both","Democrat",1
"2225","Biden","No","No","No","No","No","No","Yes","No","National Newscast","Other",1
"2226","Biden","No","Yes","No","No","No","Yes","Yes","No","Both","Democrat",1
"2227","Biden","No","No","No","No","Yes","No","No","No","National Newscast","Republican",1
"2228","Biden","Yes","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2229","Biden","Yes","Yes","Yes","No","No","Yes","No","No","Both","Democrat",1
"2230","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Democrat",1
"2231","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2232","Biden","Yes","No","No","No","No","No","No","No","National Newscast","Democrat",1
"2233","Biden","No","Yes","Yes","Yes","No","No","Yes","No","Both","Democrat",1
"2234","Biden","No","Yes","No","No","No","No","No","No","National Newscast","Democrat",1
"2235","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2236","Trump","No","No","No","No","No","No","No","Yes","National Newscast","Independent",0
"2237","Biden","Yes","No","No","No","No","No","Yes","No","National Newscast","Independent",1
"2238","Trump","Yes","Yes","Yes","No","Yes","No","No","No","Both","Republican",0
"2239","Biden","No","No","No","Yes","No","Yes","No","No","Both","Independent",1
"2240","Trump","No","Yes","Yes","No","Yes","No","No","No","Both","Independent",0
"2241","Biden","No","Yes","No","No","No","No","No","No","Both","Democrat",1
"2242","Biden","No","Yes","Yes","Yes","Yes","No","No","No","National Newscast","Democrat",1
"2243","Biden","No","Yes","No","No","No","No","Yes","No","Both","Democrat",1
"2244","Biden","No","Yes","No","Yes","No","No","Yes","No","National Newscast","Democrat",1
"2245","Biden","No","No","Yes","No","No","Yes","No","No","Both","Other",1
"2246","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Other",1
"2247","Biden","Yes","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2248","Biden","No","No","Yes","No","No","Yes","Yes","Yes","Both","Democrat",1
"2249","Biden","Yes","Yes","No","No","No","No","No","No","Both","Independent",1
"2250","Biden","Yes","Yes","Yes","Yes","No","No","Yes","No","Both","Independent",1
"2251","Biden","No","Yes","No","No","No","No","No","Yes","Both","Independent",1
"2252","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2253","Biden","No","No","Yes","Yes","No","No","No","No","Both","Independent",1
"2254","Biden","Yes","No","Yes","No","No","No","Yes","Yes","Both","Democrat",1
"2255","Biden","No","Yes","Yes","No","No","No","Yes","No","Both","Democrat",1
"2256","Biden","No","No","No","Yes","No","Yes","No","No","National Newscast","Independent",1
"2257","Biden","No","No","No","No","No","Yes","No","Yes","Both","Independent",1
"2258","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2259","Biden","Yes","Yes","Yes","Yes","No","Yes","No","No","Both","Independent",1
"2260","Biden","Yes","No","No","Yes","No","No","No","Yes","Both","Independent",1
"2261","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2262","Biden","No","No","Yes","Yes","No","No","No","No","National Newscast","Democrat",1
"2263","Trump","Yes","Yes","No","No","Yes","No","No","No","Both","Independent",0
"2264","Trump","Yes","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2265","Trump","No","No","Yes","Yes","Yes","No","No","No","Both","Republican",0
"2266","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2267","Biden","No","No","No","Yes","No","Yes","Yes","No","National Newscast","Democrat",1
"2268","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2269","Trump","Yes","No","No","No","No","No","No","No","Both","Republican",0
"2270","Biden","No","Yes","No","No","No","Yes","No","No","Both","Democrat",1
"2271","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2272","Biden","No","Yes","No","Yes","No","No","No","No","Both","Democrat",1
"2273","Trump","Yes","Yes","Yes","No","No","No","No","No","National Newscast","Independent",0
"2274","Biden","No","No","No","Yes","No","No","No","No","National Newscast","Democrat",1
"2275","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Republican",0
"2276","Biden","No","No","Yes","Yes","No","Yes","No","No","Both","Independent",1
"2277","Trump","No","No","No","Yes","Yes","No","No","No","Both","Republican",0
"2278","Trump","Yes","No","No","No","Yes","No","No","No","Both","Republican",0
"2279","Biden","Yes","Yes","Yes","Yes","No","No","No","No","Both","Democrat",1
"2280","Biden","Yes","No","No","Yes","No","Yes","No","No","Both","Independent",1
"2281","Biden","No","Yes","Yes","No","No","No","Yes","No","Both","Independent",1
"2282","Biden","No","No","No","No","No","Yes","No","No","National Newscast","Democrat",1
"2283","Trump","No","No","No","No","Yes","No","No","No","Both","Independent",0
"2284","Trump","Yes","Yes","No","No","No","No","No","No","Both","Republican",0
"2285","Biden","No","Yes","Yes","No","No","Yes","No","No","Both","Democrat",1
"2286","Biden","No","Yes","No","No","No","No","Yes","No","National Newscast","Independent",1
"2287","Biden","No","Yes","No","Yes","No","Yes","No","Yes","National Newscast","Democrat",1
"2288","Trump","No","No","No","No","Yes","No","No","No","Both","Republican",0
"2289","Trump","No","No","No","No","Yes","No","No","No","National Newscast","Independent",0
"2290","Biden","No","No","No","Yes","Yes","Yes","No","No","Both","Democrat",1
"2291","Trump","Yes","No","Yes","No","Yes","No","No","No","Both","Republican",0
